Name,Classification,Preferred Term,URL,Related Term,Category,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,A-Z,Age,Age,Age,Age,Age,Sex,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Season,,,,Snomed Code,Confidence,Notes,Done
Diabetic eye screening - What happens,D,Diabetic eye screening,https://www.nhs.uk/conditions/diabetic-eye-screening/what-happens/,,Treatment,Eye,,,,,,,,,,,,,,,,,Screening,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diabetic eye screening - Your result,D,Diabetic eye screening,https://www.nhs.uk/conditions/diabetic-eye-screening/your-result/,,Treatment,Eye,,,,,,,,,,,,,,,,,Screening,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diabetic ketoacidosis,D,Diabetic ketoacidosis,https://www.nhs.uk/conditions/diabetic-ketoacidosis/,DKA,Condition,,,,,,,,,Pancreas,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420422005,High,,Done
Diabetic retinopathy,D,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/,,Condition,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855003,High,,Done
Diabetic retinopathy - Prevention,D,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/prevention/,,Condition,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diabetic retinopathy - Stages,D,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/stages/,,Condition,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diabetic retinopathy - Treatment,D,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/treatment/,,Treatment,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dialysis,D,Dialysis,https://www.nhs.uk/conditions/dialysis/,,Treatment,,,,,,,,,Kidney,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265764009,High,,Done
Dialysis - Advantages and disadvantages,D,Dialysis,https://www.nhs.uk/conditions/dialysis/pros-cons/,,Treatment,,,,,,,,,Kidney,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dialysis - Risks and side effects,D,Dialysis,https://www.nhs.uk/conditions/dialysis/side-effects/,,Treatment,,,,,,,,,Kidney,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dialysis - How it's performed,D,Dialysis,https://www.nhs.uk/conditions/dialysis/what-happens/,,Treatment,,,,,,,,,Kidney,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diarrhoea and vomiting,D,Diarrhoea and vomiting,https://www.nhs.uk/conditions/diarrhoea-and-vomiting/,stomach bug,Symptom,Abdomen,,,,,,,,Faeces,,,,,,,,,Infections Illnesses & Diseases,Digestive Health,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249519007,High,,Done
Differences in sex development,D,Differences in sex development,https://www.nhs.uk/conditions/differences-in-sex-development/,DSD,Condition,,,,,,,,,Penis,Vagina,,,,,,,,Gender and sexual development,,,,,,,,,,checked,All,,,,,,intersex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
DiGeorge syndrome (22q11 deletion),D,Di George syndrome,https://www.nhs.uk/conditions/digeorge-syndrome/,,Condition,,,,,,,,,Heart,Brain,,,,,,,,Heart Health,Learning Disorders,,,,,,,,,checked,All,Newborn infants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767263007,High,,Done
Diphtheria,D,Diphtheria,https://www.nhs.uk/conditions/diphtheria/,,Condition,Nose,Mouth,,,,,,,Throat,Nose,,,,,,,,Tropical Diseases,Infections Illnesses & Diseases,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772150003,None,,Done
Discoid eczema,D,Eczema (discoid),https://www.nhs.uk/conditions/discoid-eczema/,discoid dermatitis,Condition,Skin,,,,,,,,Skin,,,,,,,,,Skin conditions,,,,,,,,,,checked,All,,,,,,nummular dermatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767263007,High,,Done
Discoid eczema - Treatment,D,Eczema (discoid),https://www.nhs.uk/conditions/discoid-eczema/treatment/,,Treatment,Skin,,,,,,,,Skin,,,,,,,,,Skin conditions,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dislocated kneecap,D,Dislocated knee,https://www.nhs.uk/conditions/dislocated-kneecap/,,Condition,Leg,Limbs,,,,,,,Skeleton,,,,,,,,,Bone Health,Sports injuries,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274455009,High,,Done
Dislocated shoulder,D,Dislocated shoulder,https://www.nhs.uk/conditions/dislocated-shoulder/,,Condition,Shoulder,Limbs,,,,,,,Skeleton,,,,,,,,,Bone Health,Sports injuries,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135879003,High,,Done
Disorders of consciousness,D,Vegetative state,https://www.nhs.uk/conditions/disorders-of-consciousness/,disorder of impaired consciousness,Condition,Head,,,,,,,,Brain,,,,,,,,,Infections Illnesses & Diseases,Neurological Illness & Injury,,,,,,,,,checked,All,,,,,,coma, vegetative state, minimally conscious state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24473007,High,,Done
Disorders of consciousness - Causes,D,Vegetative state,https://www.nhs.uk/conditions/disorders-of-consciousness/causes/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Infections Illnesses & Diseases,Neurological Illness & Injury,,,,,,,,,,All,,,,,,traumatic brain injury, non-traumatic brain injury, progressive brain damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Disorders of consciousness - Diagnosis,D,Vegetative state,https://www.nhs.uk/conditions/disorders-of-consciousness/diagnosis/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Screening,Infections Illnesses & Diseases,Neurological Illness & Injury,,,,,,,,,All,,,,,,glasgow coma scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Diverticular disease and diverticulitis,D,Diverticular disease and diverticulitis,https://www.nhs.uk/conditions/diverticular-disease-and-diverticulitis/,,Condition,,,,,,,,,Gastrointestinal tract,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,diverticula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397881000,High,,Done
Dizziness,D,Dizziness,https://www.nhs.uk/conditions/dizziness/,dizzy,Symptom,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,,,,,,,,,,checked,All,,,,,,lightheaded, faint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404640003,High,,Done
Do not attempt cardiopulmonary resuscitation (DNACPR) decisions,D,Do not attempt cardiopulmonary resuscitation (DNACPR) decisions,https://www.nhs.uk/conditions/do-not-attempt-cardiopulmonary-resuscitation-dnacpr-decisions/,cardiopulmonary resuscitation,Treatment,Chest,,,,,,,,Heart,,,,,,,,,Heart Health,,,,,,,,,,checked,All,Older people,,,,,chest compressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45151E+14,Low,,Done
Double vision,D,Double vision,https://www.nhs.uk/conditions/double-vision/,diplopia,Symptom,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24982008,High,,Done
Down's syndrome - What is Down's syndrome?,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41040004,High,,Done
Down's syndrome - Advice for new parents,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/advice-for-new-parents/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,,Newborn infants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Down's syndrome - How to help children and young people,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/how-to-help-children-and-young-people/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Down's syndrome - Other health conditions,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/other-health-conditions/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Down's syndrome - Support for adults,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/support-for-adults/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Down's syndrome - Support for families and carers,D,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/support-for-families-and-carers/,,Condition,,,,,,,,,Chromosomes,,,,,,,,,Neurological Illness & Injury,Learning Disorders,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dry eyes,D,Dry eyes,https://www.nhs.uk/conditions/dry-eyes/,,Condition,Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162290004,High,,Done
Dry mouth,D,Dry mouth,https://www.nhs.uk/conditions/dry-mouth/,,Symptom,Mouth,,,,,,,,,,,,,,,,,Healthy Living,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87715008,High,,Done
Dupuytren's contracture,D,Dupuytrens contracture,https://www.nhs.uk/conditions/dupuytrens-contracture/,,Condition,Hand,Fingers,,,,,,,Skeleton,,,,,,,,,Bone Health,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62169E+16,High,,Done
Dysarthria (difficulty speaking),D,Dysarthria,https://www.nhs.uk/conditions/dysarthria/,Difficulty speaking,Condition,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,,,,,,,,,,checked,All,Older people,Adults,Children,,,difficulty speaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011004,High,,Done
Dysentery,D,Dysentery,https://www.nhs.uk/conditions/dysentery/,,Condition,Abdomen,,,,,,,,Gastrointestinal tract,,,,,,,,,Infections Illnesses & Diseases,Tropical Diseases,,,,,,,,,checked,All,,,,,,bacillary dysentery, shigellosis, amoebic dysentery, amoebiasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011004,High,,Done
Dyslexia,D,Dyslexia,https://www.nhs.uk/conditions/dyslexia/,,Condition,,,,,,,,,Brain,,,,,,,,,Learning Disorders,,,,,,,,,,checked,All,,,,,,learning difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011004,High,,Done
Dyslexia - Diagnosis,D,Dyslexia,https://www.nhs.uk/conditions/dyslexia/diagnosis/,,Condition,,,,,,,,,Brain,,,,,,,,,Learning Disorders,,,,,,,,,,,All,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dyslexia - Management,D,Dyslexia,https://www.nhs.uk/conditions/dyslexia/living-with/,,Treatment,,,,,,,,,Brain,,,,,,,,,Learning Disorders,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dyslexia - Symptoms,D,Dyslexia,https://www.nhs.uk/conditions/dyslexia/symptoms/,,Symptom,,,,,,,,,Brain,,,,,,,,,Learning Disorders,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dystonia,D,Dystonia,https://www.nhs.uk/conditions/dystonia/,muscle spasms,Condition,Limbs,,,,,,,,Skeleton,,,,,,,,,Pain,Infections Illnesses & Diseases,,,,,,,,,checked,All,,,,,,uncontrolled muscle movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15802004,High,,Done
Welcome to the NHS dementia guide,D,Dementia guide,https://www.nhs.uk/conditions/dementia/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,checked,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52448006,High,,Done
About dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/about/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,decline of brain functioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Activities for dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/activities/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Coping with dementia behaviour changes,D,Dementia guide,https://www.nhs.uk/conditions/dementia/behaviour/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dementia and care homes,D,Dementia guide,https://www.nhs.uk/conditions/dementia/care-homes/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Looking after someone with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/carers/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Causes of dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/causes/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Communicating with someone with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/communication-and-dementia/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Is there a cure for dementia?,D,Dementia guide,https://www.nhs.uk/conditions/dementia/cure/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Welcome to the Dementia Information Service,D,Dementia guide,https://www.nhs.uk/conditions/dementia/dementia-information-service/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dementia Information Service - sign up confirmation,D,Dementia guide,https://www.nhs.uk/conditions/dementia/dementia-information-service-success/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Can dementia be prevented?,D,Dementia guide,https://www.nhs.uk/conditions/dementia/dementia-prevention/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Getting a dementia diagnosis,D,Dementia guide,https://www.nhs.uk/conditions/dementia/diagnosis/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What to do if you've just been diagnosed with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/diagnosis-plan/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Tests for diagnosing dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/diagnosis-tests/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dementia and managing money,D,Dementia guide,https://www.nhs.uk/conditions/dementia/finances/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Help and support for people with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/help-and-support/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Home environment and dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/home-environment/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Managing legal affairs for someone with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/legal-issues/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,legal support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Living well with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/living-well-with-dementia/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dementia and end of life planning,D,Dementia guide,https://www.nhs.uk/conditions/dementia/palliative-care/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dementia and your relationships,D,Dementia guide,https://www.nhs.uk/conditions/dementia/relationships-and-dementia/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"Dementia, social services and the NHS",D,Dementia guide,https://www.nhs.uk/conditions/dementia/social-services-and-the-nhs/,,NHS Service,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Staying independent with dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/staying-independent-with-dementia/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Symptoms of dementia,D,Dementia guide,https://www.nhs.uk/conditions/dementia/symptoms/,,Symptom,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How is dementia treated?,D,Dementia guide,https://www.nhs.uk/conditions/dementia/treatment/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Dementia,Mental Health,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Worried someone has dementia?,D,Dementia guide,https://www.nhs.uk/conditions/dementia/worried-someone-has-dementia/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Mental Health,Dementia,,,,,,,,,,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Earache,E,Earache,https://www.nhs.uk/conditions/earache/,ear pain,Symptom,Ear,Head,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16001004,None,,Done
Ear infections,E,Ear infections,https://www.nhs.uk/conditions/ear-infections/,,Condition,Ear,Head,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16001004,High,,Done
Early menopause,E,Early menopause,https://www.nhs.uk/conditions/early-menopause/,,Condition,,,,,,,,,Pituitary gland,,,,,,,,,Periods,Menopause,,,,,,,,,checked,All,Adults,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373717006,High,,Done
Early or delayed puberty,E,Puberty,https://www.nhs.uk/conditions/early-or-delayed-puberty/,,Condition,Groin,Breast,,,,,,,Ovaries,Uterus,Testicles,Scrotum,,,,,,Periods,Gender and sexual development,,,,,,,,,checked,Children,Teenagers,,,,,precocious puberty, signs of puberty, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400003000,None,,Done
Earwax build-up,E,Earwax build-up,https://www.nhs.uk/conditions/earwax-build-up/,blocked ear,Symptom,Ear,,,,,,,,,,,,,,,,,Hearing Health,,,,,,,,,,checked,All,,,,,,lumps of earwax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41508009,None,,Done
Ebola virus disease,E,Ebola virus,https://www.nhs.uk/conditions/ebola/,,Condition,,,,,,,,,Gastrointestinal tract,Liver,Kidney,Blood,,,,,,Infections Illnesses & Diseases,Tropical Diseases,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41508009,High,,Done
Echocardiogram,E,Echocardiogram,https://www.nhs.uk/conditions/echocardiogram/,echo,Treatment,Chest,,,,,,,,Heart,Blood vessels,,,,,,,,Screening,Heart Health,,,,,,,,,checked,All,,,,,,transthoracic echocardiogram, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40701008,High,,Done
Ectopic pregnancy,E,Ectopic pregnancy,https://www.nhs.uk/conditions/ectopic-pregnancy/,,Condition,Abdomen,,,,,,,,Uterus,Fallopian tubes,,,,,,,,Sexual Health,Infections Illnesses & Diseases,,,,,,,,,checked,Adults,,,,,Female,fallopian tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34801009,High,,Done
Ectopic pregnancy - Diagnosis,E,Ectopic pregnancy,https://www.nhs.uk/conditions/ectopic-pregnancy/diagnosis/,,,Abdomen,,,,,,,,Uterus,Fallopian tubes,,,,,,,,Sexual Health,Infections Illnesses & Diseases,,,,,,,,,,Adults,,,,,Female,pregnancy test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ectopic pregnancy - Symptoms,E,Ectopic pregnancy,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,,Symptom,Abdomen,,,,,,,,Uterus,Fallopian tubes,,,,,,,,Sexual Health,Infections Illnesses & Diseases,,,,,,,,,,Adults,,,,,Female,missed period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ectopic pregnancy - Treatment,E,Ectopic pregnancy,https://www.nhs.uk/conditions/ectopic-pregnancy/treatment/,,Treatment,Abdomen,,,,,,,,Uterus,Fallopian tubes,,,,,,,,Sexual Health,Infections Illnesses & Diseases,,,,,,,,,,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ectropion,E,Ectropion,https://www.nhs.uk/conditions/ectropion/,drooping eyelid,Condition,Eye,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34801009,High,,Done
